t;sucrose_input_rate
3292;2.57571285331266e-10
3293;2.91743234858864e-10
3294;3.16132089135963e-10
3295;3.33751443275573e-10
3296;3.45921682270616e-10
3297;3.54688352636681e-10
3298;3.6115092371705e-10
3299;3.66034076436429e-10
3300;3.63132304318843e-10
3301;2.09256829466229e-10
3302;1.32868710350882e-10
3303;7.99400548369643e-11
3304;4.22953569810546e-11
3305;1.5078590171142e-11
3306;-4.45949089334291e-12
3307;-1.83322440056019e-11
3308;-2.80289941801094e-11
3309;-3.74924396444359e-11
3310;-4.15224679686484e-11
3311;-4.46905547004131e-11
3312;-4.72311096843993e-11
3313;3.89404661903635e-11
3314;1.33722649178587e-10
3315;2.02728506795553e-10
3316;2.47988961042965e-10
3317;2.80686377378865e-10
3318;3.0460198205905e-10
3319;3.22108467805591e-10
3320;3.32654948422373e-10
3321;3.40686022507057e-10
3322;3.46730570909783e-10
3323;3.51426747490672e-10
3324;3.54475724311923e-10
3325;2.02197669375224e-10
3326;1.26488742681965e-10
3327;7.21946377175539e-11
3328;4.61868186392572e-11
3329;3.30662446607923e-11
3330;2.29563215315457e-11
3331;1.49915030868574e-11
3332;8.58559976814526e-12
3333;3.35275974381282e-12
3334;-8.69035614562982e-13
3335;-4.64948302332864e-12
3336;-7.45322301168244e-12
3337;-4.21722312831245e-12
3338;2.38294940758398e-11
3339;6.80788978030201e-11
3340;1.1818121388643e-10
3341;1.6678079936327e-10
3342;2.10371543890269e-10
3343;2.47333744888439e-10
3344;2.77593853245609e-10
3345;3.01618479609495e-10
3346;3.20084248653554e-10
3347;3.33654370424747e-10
3348;3.44106665722456e-10
3349;2.81383991806897e-10
3350;2.49275121141409e-10
3351;2.10915189901954e-10
3352;1.7327569791287e-10
3353;1.39222743570866e-10
3354;1.09722194876666e-10
3355;8.47110643000841e-11
3356;6.37601773089215e-11
3357;4.63289769808972e-11
3358;3.16699763050542e-11
3359;1.69849501536054e-11
3360;7.48977711536121e-12
3361;5.85640175472086e-12
3362;3.09395709788495e-11
3363;7.03997524257727e-11
3364;1.1522987222045e-10
3365;1.59141034468118e-10
3366;1.9878543333011e-10
3367;2.32679819196131e-10
3368;2.60642730928266e-10
3369;2.82939741182945e-10
3370;3.00193121261153e-10
3371;3.12549962032037e-10
3372;3.22495205175694e-10
3373;2.61584084444339e-10
3374;2.29833072567534e-10
3375;1.92365277879707e-10
3376;1.55543688472678e-10
3377;1.22146040504633e-10
3378;9.28622269409286e-11
3379;6.77566500241652e-11
3380;4.66810809371361e-11
3381;2.88484608886898e-11
3382;1.3875297664619e-11
3383;4.26334304865179e-12
3384;-7.16390938248403e-12
3385;-1.06233344782006e-11
3386;1.40387890943347e-11
3387;5.04205931757328e-11
3388;9.22449625235493e-11
3389;1.33682667519359e-10
3390;1.71306640636472e-10
3391;2.03849811083713e-10
3392;2.31404332002277e-10
3393;2.53166397373412e-10
3394;2.70104728029713e-10
3395;2.83013243029973e-10
3396;2.93278894051373e-10
3397;2.34346602287948e-10
3398;2.02922885680687e-10
3399;1.66359748625013e-10
3400;1.30215262341438e-10
3401;1.06974434545977e-10
3402;8.7814298236409e-11
3403;6.90453989866634e-11
3404;5.17941722553922e-11
3405;3.62069880680197e-11
3406;1.91330867986377e-11
3407;5.04565356873097e-12
3408;-6.4255016408163e-12
3409;-3.0151014278949e-12
3410;3.00355556661388e-11
3411;6.75683260685053e-11
3412;1.1019980511884e-10
3413;1.51601293769647e-10
3414;1.89386954502234e-10
3415;2.221008004246e-10
3416;2.49565430439639e-10
3417;2.74347008124658e-10
3418;2.90726083002098e-10
3419;3.03390163427873e-10
3420;3.13237786926388e-10
3421;2.43910473794799e-10
3422;2.08158031810207e-10
3423;1.69088472324862e-10
3424;1.32449157112507e-10
3425;1.02534363791233e-10
3426;7.40898245485652e-11
3427;4.9893971458125e-11
3428;2.97330619468213e-11
3429;1.29972230009835e-11
3430;-9.96123163835943e-13
3431;-1.24450747101272e-11
3432;-2.50203890194903e-11
3433;-1.47704519803678e-11
3434;2.14342756928164e-11
3435;6.36610816639247e-11
3436;1.07918520234924e-10
3437;1.5061007963079e-10
3438;1.88361571578779e-10
3439;2.25523104875842e-10
3440;2.51831279047113e-10
3441;2.74592285481609e-10
3442;2.92017603256821e-10
3443;3.04477468335004e-10
3444;3.17792067743157e-10
3445;2.41784119873856e-10
3446;2.03753210579295e-10
3447;1.64551321587247e-10
3448;1.28391547212793e-10
3449;9.92634371416115e-11
3450;7.16475021913034e-11
3451;4.83551887882806e-11
3452;2.88868414085069e-11
3453;1.267135533096e-11
3454;-7.21260855643559e-13
3455;-1.19238335924919e-11
3456;-2.09428995263363e-11
3457;-5.57546069412357e-12
3458;3.26812741683455e-11
3459;7.39419067069826e-11
3460;1.16206310375869e-10
3461;1.56392187736074e-10
3462;1.9239556845985e-10
3463;2.2359205589642e-10
3464;2.50575204436661e-10
3465;2.69130487359051e-10
3466;2.88639148471614e-10
3467;3.03779848563946e-10
3468;3.16204653803254e-10
3469;2.34916864301719e-10
3470;1.95031510813524e-10
3471;1.56299800916077e-10
3472;1.2082368895582e-10
3473;9.02182263898238e-11
3474;6.40762163733053e-11
3475;4.20578457022425e-11
3476;2.36505697633935e-11
3477;8.32208035956674e-12
3478;-4.57921139666968e-12
3479;-1.46912914370867e-11
3480;-2.31581624781521e-11
3481;-1.11130037037224e-12
3482;3.86149549592624e-11
3483;7.99960017404425e-11
3484;1.21545365940656e-10
3485;1.60682721750724e-10
3486;1.95811338895166e-10
3487;2.2648306041863e-10
3488;2.52929575324988e-10
3489;2.75063246317004e-10
3490;2.93231163697343e-10
3491;3.07669572359673e-10
3492;3.20772867014064e-10
3493;2.3523405361436e-10
3494;1.93602014102499e-10
3495;1.56533223672261e-10
3496;1.23663877834067e-10
3497;9.5882556151003e-11
3498;6.96712152871411e-11
3499;5.28990367262427e-11
3500;3.80365670103376e-11
3501;2.55782310130477e-11
3502;1.52925106535442e-11
3503;6.67413837401398e-12
3504;-4.46400882945615e-13
3505;4.60003690744202e-11
3506;1.0275081742989e-10
3507;1.53795342167611e-10
3508;1.99479365431749e-10
3509;2.38005189567389e-10
3510;2.70633567450009e-10
3511;2.98512250532048e-10
3512;3.21767255638937e-10
3513;3.4137225354403e-10
3514;3.56907540401948e-10
3515;3.69501977490932e-10
3516;3.82892511809042e-10
3517;2.65650138732095e-10
3518;2.11099834616076e-10
3519;1.66101953230611e-10
3520;1.2885289985591e-10
3521;9.85432450859402e-11
3522;7.41232441299953e-11
3523;5.4161044971665e-11
3524;3.80051640155593e-11
3525;2.48544556330627e-11
3526;1.40564648899375e-11
3527;5.12928792166506e-12
3528;-2.2860474377671e-12
3529;5.16693430632111e-11
3530;1.15097551723056e-10
3531;1.6986723909062e-10
3532;2.16875200987394e-10
3533;2.56620848129249e-10
3534;2.90058685911732e-10
3535;3.14897784950361e-10
3536;3.391548436047e-10
3537;3.58680858516265e-10
3538;3.74604721549533e-10
3539;3.8750293273442e-10
3540;3.97914997235601e-10
3541;2.71766149807254e-10
3542;2.13411540015393e-10
3543;1.66729260983208e-10
3544;1.29409270368776e-10
3545;9.95811347287576e-11
3546;7.57017006063928e-11
3547;5.66140147580479e-11
3548;4.130968685871e-11
3549;2.89888530811612e-11
3550;1.75498861123998e-11
3551;7.81131692750842e-12
3552;2.47448073193205e-14
3553;6.14087122665328e-11
3554;1.3139464216502e-10
3555;1.92215178172401e-10
3556;2.39858195653974e-10
3557;2.79118385167768e-10
3558;3.11304870976202e-10
3559;3.3788274618811e-10
3560;3.59451865623131e-10
3561;3.76709739237595e-10
3562;3.90636167660353e-10
3563;3.89815510358653e-10
3564;3.90439596435439e-10
3565;2.52686672219079e-10
3566;1.86407308768559e-10
3567;1.35028390601332e-10
3568;9.50291446533275e-11
3569;6.36246412175913e-11
3570;3.91866162753544e-11
3571;1.99240402711796e-11
3572;4.5663117564639e-12
3573;-7.57798988794137e-12
3574;-1.73958800273428e-11
3575;-2.47079800347384e-11
3576;-3.0806675740642e-11
3577;2.82455417563284e-11
3578;1.03328101737652e-10
3579;1.63962651047414e-10
3580;2.13011370309478e-10
3581;2.52381418428366e-10
3582;2.8453200710225e-10
3583;3.09366663255882e-10
3584;3.3077300314919e-10
3585;3.47270129196093e-10
3586;3.59913731618402e-10
3587;3.69710938360047e-10
3588;3.77118421973363e-10
3589;2.4082740019755e-10
3590;1.74596559436903e-10
3591;1.2378279418089e-10
3592;8.45806115748242e-11
3593;5.42123522713752e-11
3594;3.054666488175e-11
3595;1.21843267921819e-11
3596;-2.69905715747202e-12
3597;-1.40029701093954e-11
3598;-2.28005995564123e-11
3599;-2.96781556854733e-11
3600;-3.70332172874832e-11
3601;2.85994505318468e-11
3602;1.0558426265035e-10
3603;1.67160933889492e-10
3604;2.20149980994291e-10
3605;2.68630267228532e-10
3606;3.05146801037676e-10
3607;3.32402133605095e-10
3608;3.52943673089491e-10
3609;3.68022378825544e-10
3610;3.79258352928752e-10
3611;3.87667339306907e-10
3612;3.93964588158631e-10
3613;2.45423268017541e-10
3614;1.71656529247624e-10
3615;1.16752252815601e-10
3616;7.56527929002919e-11
3617;4.46434274613907e-11
3618;2.19957492577386e-11
3619;4.00270318544415e-12
3620;-9.66445650421034e-12
3621;-1.98356940449423e-11
3622;-2.74226876931838e-11
3623;-3.31268015079048e-11
3624;-3.76563796908243e-11
3625;3.80491768387311e-11
3626;1.19635883471505e-10
3627;1.83101874608011e-10
3628;2.32369080911599e-10
3629;2.70278934955751e-10
3630;2.99336194172954e-10
3631;3.21543348136926e-10
3632;3.36586371851389e-10
3633;3.48027771920204e-10
3634;3.56728067760841e-10
3635;3.61068787745596e-10
3636;3.66805680320155e-10
3637;2.25550041174145e-10
3638;1.54942303061469e-10
3639;1.02221568764693e-10
3640;6.2724952578802e-11
3641;3.30483804037105e-11
3642;1.05656274074864e-11
3643;-6.40417579335411e-12
3644;-1.90826155305051e-11
3645;-3.04498375373865e-11
3646;-3.7409510977639e-11
3647;-3.99381450287387e-11
3648;-4.17577391978281e-11
3649;-4.42675577446014e-11
3650;-2.37918587396485e-11
3651;8.50771512442336e-12
3652;4.72008469929135e-11
3653;8.8315798993167e-11
3654;1.3003728911889e-10
3655;1.6755375628018e-10
3656;2.00890352560671e-10
3657;2.2933607810893e-10
3658;2.52930582789432e-10
3659;2.72038931860663e-10
3660;2.8722619097249e-10
3661;2.40993259219226e-10
3662;2.20374828699911e-10
3663;1.91891142290889e-10
3664;1.61571859847904e-10
3665;1.31849809975766e-10
3666;1.04788099109672e-10
3667;8.0700419576741e-11
3668;5.95880299884266e-11
3669;4.14181361486688e-11
3670;2.57976509697846e-11
3671;1.22592585310648e-11
3672;6.09901118331501e-13
3673;-7.74734905082962e-12
3674;4.09448359956068e-12
3675;5.1375618244335e-11
3676;1.0001799808008e-10
3677;1.46623493566972e-10
3678;1.89361117401352e-10
3679;2.27058039229337e-10
3680;2.59282566430235e-10
3681;2.85908221592239e-10
3682;3.07504167515225e-10
3683;3.24826394152053e-10
3684;3.38491915587583e-10
3685;2.79576664043547e-10
3686;2.54636124420931e-10
3687;2.23052619366831e-10
3688;1.90361321236445e-10
3689;1.61805346745214e-10
3690;1.32880158359129e-10
3691;1.0765078788127e-10
3692;8.59554759013495e-11
3693;6.74190874667536e-11
3694;5.1648826139462e-11
3695;3.83852782590593e-11
3696;2.69836074553134e-11
3697;2.74935994215192e-11
3698;4.47219168697816e-11
3699;7.43623867048886e-11
3700;1.10785035423327e-10
3701;1.4868794746205e-10
3702;1.85100231185758e-10
3703;2.18143213735993e-10
3704;2.48236758329415e-10
3705;2.73671954243723e-10
3706;2.91043347139146e-10
3707;3.08910501973968e-10
3708;3.22962317974978e-10
3709;2.65195744499238e-10
3710;2.39477507323152e-10
3711;2.08250255328315e-10
3712;1.76359357516607e-10
3713;1.46216287054428e-10
3714;1.19144867786027e-10
3715;9.54463541933678e-11
3716;7.4991240319882e-11
3717;5.74630698239397e-11
3718;4.26897821611396e-11
3719;2.9931351453296e-11
3720;1.90479422172208e-11
3721;2.59802866257517e-11
3722;4.8448691089928e-11
3723;7.95895885635461e-11
3724;1.14824864755977e-10
3725;1.51273914306511e-10
3726;1.86324601207201e-10
3727;2.1818465616304e-10
3728;2.46202244989582e-10
3729;2.6978456042391e-10
3730;2.89051165435409e-10
3731;3.0441255338342e-10
3732;3.16677831952827e-10
3733;2.53835114029632e-10
3734;2.24855825968382e-10
3735;1.91848847004136e-10
3736;1.59418620069606e-10
3737;1.26388838790264e-10
3738;1.01166827913085e-10
3739;7.89654192682952e-11
3740;5.98442706974912e-11
3741;4.37200994491787e-11
3742;2.98017296726183e-11
3743;1.80229904072719e-11
3744;8.00852161008781e-12
3745;1.67380102556802e-11
3746;4.37713930619958e-11
3747;7.75299861091816e-11
3748;1.15483547385334e-10
3749;1.53942693388515e-10
3750;1.89882187420086e-10
3751;2.22092053914716e-10
3752;2.50696222110452e-10
3753;2.77131447119153e-10
3754;2.96265552534754e-10
3755;3.11477502223255e-10
3756;3.24105794500795e-10
3757;2.5188887935403e-10
3758;2.18510001537868e-10
3759;1.83557365778698e-10
3760;1.50643358863708e-10
3761;1.20914725170827e-10
3762;9.4756164949798e-11
3763;7.26050217223698e-11
3764;5.35963342035004e-11
3765;3.74933865631962e-11
3766;2.39222308425476e-11
3767;1.24942949259204e-11
3768;2.86020806789718e-12
3769;1.73185715377613e-11
3770;4.6197177957871e-11
3771;8.25666169286623e-11
3772;1.21964203664276e-10
3773;1.60308362610877e-10
3774;1.95979335710903e-10
3775;2.27649184241544e-10
3776;2.55888466161707e-10
3777;2.79444641269443e-10
3778;2.98596226719056e-10
3779;3.13953981968524e-10
3780;3.27287486620278e-10
3781;2.48902517697194e-10
3782;2.12616576095004e-10
3783;1.76727569586884e-10
3784;1.43542059876849e-10
3785;1.14103162086939e-10
3786;9.09611846982969e-11
3787;6.8618900778951e-11
3788;4.98406407724564e-11
3789;3.41263170429064e-11
3790;2.0987011571716e-11
3791;9.99386360916546e-12
3792;7.86988736003501e-13
3793;2.32180619368904e-11
3794;5.99631723938563e-11
3795;9.83978983201812e-11
3796;1.37392391158256e-10
3797;1.74650770716818e-10
3798;2.0887453401691e-10
3799;2.39132957220557e-10
3800;2.64908818638218e-10
3801;2.86467428172968e-10
3802;3.06391364204392e-10
3803;3.20559852732588e-10
3804;3.55556705627243e-10
3805;2.63149356406908e-10
3806;2.20947537605793e-10
3807;1.82589603021373e-10
3808;1.49054174633277e-10
3809;1.20274486742428e-10
3810;9.59330433612756e-11
3811;7.55565999509338e-11
3812;5.94010248870488e-11
3813;4.61038981108193e-11
3814;3.73760535901839e-11
3815;2.78135110622641e-11
3816;1.96140528450785e-11
3817;7.06848830227378e-11
3818;1.26733734718094e-10
3819;1.7642508338599e-10
3820;2.22343472948272e-10
3821;2.62007351002275e-10
3822;2.93177021029247e-10
3823;3.19753756002586e-10
3824;3.41858938821009e-10
3825;3.60583482488149e-10
3826;3.76299984492417e-10
3827;3.88880182533867e-10
3828;4.00426883186705e-10
3829;2.79850621012164e-10
3830;2.25384814070674e-10
3831;1.80785908403797e-10
3832;1.44485082275777e-10
3833;1.14984559956184e-10
3834;9.10753123198366e-11
3835;7.16019018485496e-11
3836;5.59442910320417e-11
3837;4.54474699650992e-11
3838;3.73948509349999e-11
3839;2.87391805673655e-11
3840;2.40643649326051e-11
3841;9.00638371614918e-11
3842;1.58475340981077e-10
3843;2.10860530721962e-10
3844;2.54272986791416e-10
3845;2.9096387053153e-10
3846;3.21732057685715e-10
3847;3.47444054407119e-10
3848;3.68725435491467e-10
3849;3.86281781256698e-10
3850;4.00434894281774e-10
3851;4.09308265655591e-10
3852;4.16463801078661e-10
3853;2.80541844065629e-10
3854;2.1790314525429e-10
3855;1.68798670144809e-10
3856;1.30303599420788e-10
3857;1.0004046914734e-10
3858;7.81112173081124e-11
3859;5.89057508827976e-11
3860;4.38337733519376e-11
3861;3.1916614810745e-11
3862;2.25122496497413e-11
3863;1.50357962216807e-11
3864;9.02342373036537e-12
3865;7.04161068250011e-11
3866;1.39068251869056e-10
3867;1.95566024898957e-10
3868;2.41547849541568e-10
3869;2.7847102127306e-10
3870;3.08510538892843e-10
3871;3.32739450716396e-10
3872;3.52215113562603e-10
3873;3.67237192085223e-10
3874;3.79088453830198e-10
3875;3.88484809171163e-10
3876;3.96137654351942e-10
3877;2.55538059585274e-10
3878;1.88351594750276e-10
3879;1.36950974156091e-10
3880;9.42389434282861e-11
3881;6.46679327496356e-11
3882;4.18557698250711e-11
3883;2.41864341029945e-11
3884;1.02676458235547e-11
3885;-2.34447969313747e-13
3886;-8.95914618733855e-12
3887;-1.5862950626625e-11
3888;-2.15052456889672e-11
3889;4.99518431262969e-11
3890;1.29533893028301e-10
3891;1.93146013719091e-10
3892;2.43610971694066e-10
3893;2.83470590838474e-10
3894;3.14800618755748e-10
3895;3.39448980579317e-10
3896;3.58510849024929e-10
3897;3.73285099928985e-10
3898;3.84821243239816e-10
3899;3.93939122218351e-10
3900;4.00865509023317e-10
3901;2.55817153722352e-10
3902;1.86376782349398e-10
3903;1.3385279191001e-10
3904;9.3693649052697e-11
3905;5.66975851138102e-11
3906;3.57521144199329e-11
3907;1.95031075387703e-11
3908;6.78971419829514e-12
3909;-3.16864696327859e-12
3910;-1.09594702835886e-11
3911;-1.68218371810632e-11
3912;-2.13731142365976e-11
3913;5.56900876577701e-11
3914;1.40425373882543e-10
3915;2.07348976823214e-10
3916;2.6984127028416e-10
3917;3.16888639624272e-10
3918;3.51424683460687e-10
3919;3.76635874248776e-10
3920;3.94477294514278e-10
3921;4.0742562754502e-10
3922;4.16694642178437e-10
3923;4.23350820531042e-10
3924;4.28775751997469e-10
3925;2.65352349361483e-10
3926;1.86235096211979e-10
3927;1.2862770727354e-10
3928;8.64833851559946e-11
3929;5.54968351689957e-11
3930;3.26228758389157e-11
3931;1.56173237648939e-11
3932;2.88433586719187e-12
3933;-6.76393491167171e-12
3934;-1.37711938703624e-11
3935;-1.89282039659424e-11
3936;-2.28928924099521e-11
3937;6.47024029006282e-11
3938;5.31066549534631e-11
3939;5.91677888478905e-11
3940;9.2168683133282e-11
3941;1.34314631514602e-10
3942;1.78793938246406e-10
3943;2.21038152115008e-10
3944;2.58669262438966e-10
3945;2.884325641647e-10
3946;3.15293948842245e-10
3947;3.36486855964769e-10
3948;3.53007270283168e-10
3949;2.96721324167691e-10
3950;2.71723324088497e-10
3951;2.38093618387692e-10
3952;2.03140162290096e-10
3953;1.70077789614545e-10
3954;1.40237101085933e-10
3955;1.14322520731933e-10
3956;9.22733220309285e-11
3957;7.36839417004473e-11
3958;5.80826138885804e-11
3959;4.50247466637656e-11
3960;3.41258370031352e-11
3961;3.33770280385547e-11
3962;4.9956894633845e-11
3963;8.34907238252146e-11
3964;1.2520070417049e-10
3965;1.68743664212383e-10
3966;2.10035990290034e-10
3967;2.46767967062708e-10
3968;2.77849862422131e-10
3969;3.03353954717145e-10
3970;3.24742587126177e-10
3971;3.40873492772716e-10
3972;3.52958926666924e-10
3973;2.95074944144492e-10
3974;2.6904619023241e-10
3975;2.34748260429962e-10
3976;1.99132809296941e-10
3977;1.65575253446475e-10
3978;1.3555872532006e-10
3979;1.09524607779726e-10
3980;8.73527220559412e-11
3981;6.86405758488865e-11
3982;5.29198358694633e-11
3983;3.97553956875918e-11
3984;2.87221635305307e-11
3985;5.25580973937599e-11
3986;8.67026730607292e-11
3987;1.33627046043778e-10
3988;1.84775398958088e-10
3989;2.32749615036635e-10
3990;2.78241009842087e-10
3991;3.16890008504124e-10
3992;3.48553947303893e-10
3993;3.67414662305661e-10
3994;3.82125675574292e-10
3995;3.93727079550147e-10
3996;4.02893812900449e-10
3997;3.29828346229275e-10
3998;2.96031772200252e-10
3999;2.56231511564922e-10
4000;2.16883319572709e-10
4001;1.81081635101369e-10
4002;1.49958462131531e-10
4003;1.23610597972274e-10
4004;1.01618905645768e-10
4005;8.3337118132624e-11
4006;7.03320209879246e-11
4007;5.74916657751841e-11
4008;4.68947061167884e-11
4009;5.13288292496094e-11
4010;7.69671271672064e-11
4011;1.18024767796172e-10
4012;1.65128183199054e-10
4013;2.11793581435768e-10
4014;2.54377425019691e-10
4015;2.90585500227321e-10
4016;3.21110445051588e-10
4017;3.45453430183781e-10
4018;3.64007864634766e-10
4019;3.80449130416956e-10
4020;3.93234463056639e-10
4021;3.20911667334968e-10
4022;2.84835424826571e-10
4023;2.46470785082064e-10
4024;2.08662685844114e-10
4025;1.74213769928173e-10
4026;1.44391378349128e-10
4027;1.18989920304923e-10
4028;9.80337264268758e-11
4029;8.05982993660424e-11
4030;6.6245838534683e-11
4031;5.44416490525527e-11
4032;4.46180876040770e-11
4033;5.92604005080827e-11
4034;9.4408264913487e-11
4035;1.3805413783291e-10
4036;1.87824890182522e-10
4037;2.35304300834051e-10
4038;2.7843642719423e-10
4039;3.13113467013627e-10
4040;3.44934537505407e-10
4041;3.64189558849421e-10
4042;3.78938037537623e-10
4043;3.89926431445587e-10
4044;4.03723264356046e-10
4045;3.1774120154276e-10
4046;2.75974672486946e-10
4047;2.32036501189688e-10
4048;1.91219935249088e-10
4049;1.55712786914024e-10
4050;1.25811713264153e-10
4051;1.01209451765743e-10
4052;8.12036072487752e-11
4053;6.4947144967924e-11
4054;5.1814660505359e-11
4055;3.85020226459878e-11
4056;3.08479118812476e-11
4057;5.06917488152006e-11
4058;9.18203754966576e-11
4059;1.40808448859685e-10
4060;1.92550632969749e-10
4061;2.41278564399139e-10
4062;2.84125340331137e-10
4063;3.19988260118541e-10
4064;3.49210973382159e-10
4065;3.71627704136131e-10
4066;3.8832450167166e-10
4067;3.98451673746755e-10
4068;4.07221844888379e-10
4069;3.1205422525376e-10
4070;2.6659261985696e-10
4071;2.23016278685198e-10
4072;1.81595756650921e-10
4073;1.46147276125886e-10
4074;1.16721858786758e-10
4075;9.27598353209197e-11
4076;7.33009629107467e-11
4077;5.76586673183472e-11
4078;4.51506043382098e-11
4079;3.50091627573292e-11
4080;2.67448056609858e-11
4081;5.29610474516453e-11
4082;9.9675421985679e-11
4083;1.53281723394826e-10
4084;2.07754091878589e-10
4085;2.58297106092718e-10
4086;3.02584488993298e-10
4087;3.39475505562387e-10
4088;3.67376703730483e-10
4089;3.92204882758954e-10
4090;4.10590528279621e-10
4091;4.24210257460602e-10
4092;4.34902754983102e-10
4093;3.27149118713355e-10
4094;2.76945292620151e-10
4095;2.29887960067659e-10
4096;1.89083030246288e-10
4097;1.54685882599589e-10
4098;1.26477514094691e-10
4099;1.0365932769635e-10
4100;8.53646135327022e-11
4101;7.0593269427921e-11
4102;5.88753667636307e-11
4103;4.93373950758722e-11
4104;4.38977802316902e-11
4105;8.36071421510236e-11
4106;1.39024055473439e-10
4107;1.94375821291326e-10
4108;2.46991287995504e-10
4109;2.93860374634889e-10
4110;3.34273375054351e-10
4111;3.67124898975098e-10
4112;3.94711228942876e-10
4113;4.15482397616675e-10
4114;4.31116417142653e-10
4115;4.42836668531683e-10
4116;4.53681647260884e-10
4117;3.319182125781e-10
4118;2.75591192289784e-10
4119;2.25268734199041e-10
4120;1.82970105264436e-10
4121;1.46017855886288e-10
4122;1.19169127099791e-10
4123;9.76090122551477e-11
4124;8.04090588519191e-11
4125;6.66214085932358e-11
4126;5.57625135897536e-11
4127;4.69868562886602e-11
4128;3.98974205509396e-11
4129;9.45226973144625e-11
4130;1.48123288681698e-10
4131;2.01066991200944e-10
4132;2.7078697574366e-10
4133;3.23732482627356e-10
4134;3.62653256508686e-10
4135;3.91482851874606e-10
4136;4.14173579950964e-10
4137;4.29858036808648e-10
4138;4.41640423357403e-10
4139;4.52476329301457e-10
4140;4.58445140352773e-10
4141;3.01366328013172e-10
4142;2.27152490594523e-10
4143;1.69768315351957e-10
4144;1.25513172122776e-10
4145;9.14785129430647e-11
4146;6.52644768980242e-11
4147;4.52731522353726e-11
4148;2.97656156941538e-11
4149;1.76165058291165e-11
4150;7.97026300459039e-12
4151;3.08667457229705e-13
4152;-6.18166023083109e-12
4153;7.67614362603529e-11
4154;1.64910258272669e-10
4155;2.3506567865015e-10
4156;2.90722067613241e-10
4157;3.32453962054645e-10
4158;3.6656828373491e-10
4159;3.9264294625802e-10
4160;4.12887566663933e-10
4161;4.27850082394428e-10
4162;4.38970037145175e-10
4163;4.47280310238541e-10
4164;4.53513010233719e-10
4165;2.87487538478819e-10
4166;2.08674425217523e-10
4167;1.4958144572758e-10
4168;1.05134269633804e-10
4169;7.15757302050145e-11
4170;4.62527637907306e-11
4171;2.70757913797878e-11
4172;1.23302474517576e-11
4173;8.96876225116449e-13
4174;-7.74016898890374e-12
4175;-1.43279150994358e-11
4176;-1.53106563846691e-11
4177;7.90189002743388e-11
4178;1.78000434851633e-10
4179;2.50313683870461e-10
4180;2.99911225760551e-10
4181;3.38065387738122e-10
4182;3.67842904785688e-10
4183;3.91009116723429e-10
4184;4.08983910351345e-10
4185;4.22605373833156e-10
4186;4.32924874122729e-10
4187;4.40776361934523e-10
4188;4.46824111613294e-10
4189;2.7316133742833e-10
4190;1.89414386855064e-10
4191;1.27886134523522e-10
4192;8.24918282845036e-11
4193;4.89536122606254e-11
4194;2.40460062450305e-11
4195;5.39372508580982e-12
4196;-8.66510607271988e-12
4197;-2.09240549673239e-11
4198;-2.76337876886208e-11
4199;-3.27861216510161e-11
4200;-3.68351192119832e-11
4201;5.52076434435092e-11
4202;1.55361353296384e-10
4203;2.31776613979962e-10
4204;2.89826702098855e-10
4205;3.33685628075219e-10
4206;3.66724422334007e-10
4207;3.91655959111557e-10
4208;4.10453703902885e-10
4209;4.24947134198623e-10
4210;4.3588559959766e-10
4211;4.43724188265007e-10
4212;4.52967903188434e-10
4213;2.72892820568425e-10
4214;1.85534435393638e-10
4215;1.22206331480864e-10
4216;7.40970880774651e-11
4217;4.11436880044075e-11
4218;1.68118519714823e-11
4219;-1.54264647562132e-12
4220;-1.52784021105239e-11
4221;-2.90436402951351e-11
4222;-3.39035939642037e-11
4223;-3.85697218584379e-11
4224;-4.2163591758078e-11
4225;5.72609362784323e-11
4226;1.6410983613019e-10
4227;2.4463006345109e-10
4228;3.0549806337579e-10
4229;3.50842135777966e-10
4230;3.89582477189109e-10
4231;4.18045928638679e-10
4232;4.33892380445943e-10
4233;4.45520861956399e-10
4234;4.54258212406074e-10
4235;4.61948150412126e-10
4236;4.67244296653843e-10
4237;2.78543645698177e-10
4238;1.86799835002632e-10
4239;1.21358381278823e-10
4240;7.40408424261837e-11
4241;4.01669878482247e-11
4242;1.55105931759967e-11
4243;-2.64323332769613e-12
4244;-1.58124856953669e-11
4245;-2.51716439704577e-11
4246;-3.18464392706626e-11
4247;-3.70171457311719e-11
4248;-4.08850185186067e-11
4249;6.86316597964249e-11
4250;1.81267687598069e-10
4251;1.15314587729056e-10
4252;1.12055354471028e-10
4253;1.46241495446512e-10
4254;1.93755893832572e-10
4255;2.43034246552663e-10
4256;2.88077057649326e-10
4257;3.23650543191136e-10
4258;3.54154755621649e-10
4259;3.76828730810405e-10
4260;3.93624097121214e-10
4261;3.23809874436112e-10
4262;2.8480758144441e-10
4263;2.37356632687833e-10
4264;1.90906473545552e-10
4265;1.48933246660955e-10
4266;1.13603106643645e-10
4267;8.4152370936797e-11
4268;5.99461428458011e-11
4269;4.02664394203425e-11
4270;2.42152590873232e-11
4271;1.11367373429878e-11
4272;4.20104119452156e-13
4273;-4.43864197231094e-12
4274;2.51988483073698e-11
4275;7.63332707628188e-11
4276;1.45716244327097e-10
4277;2.00609450680899e-10
4278;2.50084734366018e-10
4279;2.9212817465457e-10
4280;3.26275186512335e-10
4281;3.52669289183396e-10
4282;3.7234871089914e-10
4283;3.86735731311421e-10
4284;3.97787077493066e-10
